,x
7.753611111,0.074771219
27.76277778,-0.037822776
51.77666667,-0.025196202
75.79027778,0.000259264
7.753611111,0.101679792
27.76277778,-0.027016597
51.77666667,-0.019641865
75.79027778,-0.000793506
7.753611111,0.008666777
27.76277778,-0.014314879
51.77666667,-0.003307606
75.79027778,-0.001194769
